1,8
1,17
1,3
1,4
1,5
1,11
1,1
1,6
1,14
1,2
2,8
2,4
2,14
2,17
2,5
2,2
2,11
2,6
2,1
2,3
3,11
3,1
3,5
3,14
3,3
3,17
3,8
3,6
3,4
3,2
4,6
4,3
4,4
4,11
4,14
4,8
4,5
4,1
4,2
4,17
5,2
5,6
5,11
5,1
5,5
5,3
5,4
5,17
5,8
5,7
6,1
6,2
6,8
6,7
6,3
6,5
6,14
6,17
6,4
6,6
7,6
7,4
7,17
7,1
7,9
7,8
7,3
7,7
7,14
7,2
8,8
8,14
8,6
8,17
8,7
8,3
8,5
8,2
8,1
8,4
9,14
9,5
9,7
9,1
9,17
9,6
9,2
9,3
9,4
9,8
10,5
10,14
10,6
10,9
10,1
10,8
10,4
10,3
10,2
10,17
11,17
11,4
11,2
11,6
11,1
11,9
11,3
11,5
11,14
11,8
12,14
12,3
12,1
12,6
12,2
12,17
12,4
12,5
12,8
12,7
13,17
13,9
13,5
13,8
13,14
13,4
13,1
13,2
13,7
13,6
14,8
14,1
14,9
14,6
14,17
14,4
14,2
14,7
14,14
14,5
15,14
15,2
15,7
15,4
15,17
15,8
15,5
15,9
15,6
15,1
16,14
16,9
16,6
16,7
16,4
16,5
16,1
16,8
16,17
16,2
17,14
17,4
17,5
17,9
17,7
17,1
17,6
17,2
17,17
17,8
18,7
18,8
18,17
18,14
18,9
18,1
18,4
18,6
18,5
18,2
19,14
19,4
19,1
19,2
19,17
19,8
19,6
19,5
19,7
19,9
20,4
20,7
20,5
20,6
20,8
20,9
20,2
20,17
20,1
20,14
21,6
21,7
21,14
21,8
21,1
21,17
21,4
21,2
21,9
21,5
21,16
22,14
22,8
22,1
22,17
22,4
22,7
22,2
22,5
22,16
22,9
22,6
23,8
23,9
23,6
23,7
23,16
23,5
23,17
23,4
23,2
23,1
23,14
24,2
24,5
24,9
24,4
24,1
24,17
24,6
24,7
24,14
24,16
24,8
25,4
25,14
25,1
25,16
25,7
25,17
25,6
25,9
25,8
25,2
25,5
26,9
26,2
26,1
26,16
26,6
26,5
26,8
26,17
26,4
26,14
26,7
27,9
27,8
27,5
27,16
27,2
27,17
27,14
27,6
27,7
27,1
27,4
28,14
28,1
28,7
28,8
28,16
28,17
28,2
28,4
28,5
28,9
28,6
29,14
29,8
29,6
29,5
29,1
29,4
29,16
29,9
29,7
29,17
29,2
30,7
30,6
30,5
30,17
30,2
30,8
30,16
30,14
30,9
30,1
30,4
31,2
31,3
31,17
31,16
31,5
31,7
31,1
31,8
31,9
31,6
31,4
32,1
32,5
32,16
32,3
32,6
32,17
32,4
32,9
32,2
32,7
32,8
33,9
33,7
33,16
33,3
33,2
33,6
33,17
33,8
33,5
33,1
33,4
34,3
34,8
34,16
34,9
34,1
34,7
34,6
34,5
34,2
34,17
34,4
35,9
35,6
35,4
35,1
35,17
35,8
35,7
35,16
35,3
35,5
35,2
36,8
36,2
36,3
36,9
