1,9
1,1
1,10
1,7
1,2
2,7
2,9
2,1
2,2
2,10
3,9
3,10
3,7
3,1
3,2
4,2
4,9
4,10
4,7
4,1
5,2
5,9
5,10
5,17
5,7
5,1
6,2
6,9
6,7
6,1
6,17
7,7
7,1
7,9
7,17
7,2
8,2
8,9
8,7
8,1
8,17
9,9
9,1
9,7
9,2
9,17
10,2
10,1
10,7
10,17
10,9
11,17
11,2
11,9
11,7
11,1
12,2
12,9
12,17
12,3
12,7
12,1
13,7
13,1
13,17
13,3
13,2
14,17
14,3
14,2
14,7
14,1
15,7
15,3
15,17
15,2
15,1
16,1
16,7
16,2
16,3
16,17
17,2
17,17
17,1
17,3
17,7
18,2
18,3
18,1
18,7
18,17
19,3
19,4
19,2
19,7
19,17
20,9
20,2
20,7
20,3
20,4
21,3
21,1
21,2
21,7
21,4
21,9
22,2
22,7
22,4
22,9
22,3
22,1
23,4
23,7
23,17
23,9
23,3
23,2
24,9
24,2
24,4
24,3
24,17
24,7
25,9
25,7
25,4
25,17
25,3
25,2
26,7
26,2
26,17
26,5
26,3
26,4
27,2
27,7
27,17
27,3
27,5
27,4
28,3
28,7
28,5
28,17
28,4
28,2
29,5
29,17
29,7
29,3
29,2
29,4
30,5
30,7
30,2
30,4
30,3
30,17
31,3
31,7
31,10
31,2
31,17
31,4
31,5
32,7
32,1
32,3
32,17
32,10
32,2
32,4
33,7
33,4
33,3
33,1
33,10
33,2
33,17
34,3
34,2
34,17
34,4
34,10
34,1
35,1
35,17
35,4
35,2
35,3
35,10
36,2
36,10
36,4
36,1
36,3
36,17
37,2
37,1
37,17
37,3
37,9
37,4
38,9
38,4
38,3
38,2
38,17
39,4
39,3
39,2
39,17
39,9
40,4
40,2
40,17
40,3
40,9
41,3
41,2
41,4
41,17
41,9
42,2
42,17
42,9
42,15
42,3
43,4
43,9
43,15
43,3
43,2
44,2
44,15
44,3
44,4
44,9
45,4
45,15
45,3
45,9
45,2
46,2
46,15
46,3
46,4
46,9
47,2
47,15
47,3
47,4
47,9
48,15
48,9
48,4
48,2
48,3
49,15
49,1
49,2
49,4
49,9
50,2
50,15
50,1
50,9
51,2
51,15
51,1
51,9
52,2
52,15
52,1
52,9
53,9
53,15
53,2
53,1
54,2
54,15
54,1
54,9
55,2
55,15
55,1
55,9
56,2
56,15
56,1
56,17
56,9
57,9
57,2
57,1
57,17
57,15
58,15
58,9
58,2
58,1
58,17
59,1
59,2
59,9
59,15
59,17
60,10
