1,2
1,3
1,1
1,4
2,2
2,3
2,1
2,4
3,4
3,1
3,3
3,2
4,2
4,4
4,3
4,1
5,2
5,3
5,1
5,4
6,4
6,1
6,3
6,2
7,1
7,3
7,4
7,2
8,3
8,4
8,1
8,2
9,3
9,2
9,4
9,1
10,4
10,2
10,1
10,3
11,1
11,3
11,4
11,2
12,4
12,1
12,3
12,2
13,2
13,3
13,1
13,4
14,4
14,1
14,3
14,2
15,2
15,3
15,1
15,4
16,2
16,3
16,1
16,4
17,2
17,4
17,3
17,1
18,2
18,3
18,1
18,4
19,1
19,7
19,2
19,3
19,4
20,2
20,7
20,3
20,1
20,4
21,3
21,4
21,1
21,7
21,2
22,3
22,2
22,7
22,1
22,4
23,2
23,7
23,3
23,1
23,4
24,2
24,7
24,3
24,1
24,4
25,2
25,7
25,3
25,1
25,4
26,2
26,4
26,1
26,3
26,7
27,2
27,7
27,4
27,3
27,1
28,1
28,7
28,3
28,4
28,2
29,3
29,4
29,7
29,2
29,1
30,2
30,7
30,3
30,1
30,4
31,4
31,1
31,7
31,2
31,3
32,2
32,3
32,4
32,1
32,7
33,2
33,1
33,4
33,7
33,3
34,2
34,1
34,3
34,4
34,7
35,7
35,1
35,2
35,4
35,3
36,7
36,1
36,4
36,3
36,2
37,2
37,7
37,3
37,1
37,4
38,1
38,3
38,4
38,7
38,2
39,2
39,7
39,3
39,1
39,4
40,2
40,3
40,1
40,7
40,4
41,1
41,7
41,4
41,2
41,3
42,2
42,7
42,3
42,1
42,4
43,5
43,4
43,3
43,1
43,2
44,6
44,2
44,3
44,5
44,4
44,1
45,2
45,4
45,1
45,5
45,3
45,6
46,4
46,2
46,1
46,3
46,5
46,6
47,4
47,2
47,1
47,3
47,5
47,6
48,4
48,5
48,1
48,6
48,2
48,3
49,6
49,2
49,4
49,3
49,5
49,7
50,7
50,4
50,5
50,6
50,2
51,2
51,5
51,6
51,7
51,4
51,3
52,4
52,2
52,6
52,5
52,3
52,7
53,6
53,5
53,3
53,7
53,4
54,6
54,2
54,5
54,4
54,3
54,7
55,6
55,2
55,5
55,3
55,7
55,4
56,6
56,5
56,3
56,7
56,4
57,6
57,3
57,4
58,6
58,5
58,3
58,7
58,4
59,5
59,6
59,4
59,7
59,3
60,6
60,7
60,5
60,3
60,4
61,6
61,3
61,7
61,4
62,4
62,5
62,6
62,7
62,3
63,7
63,6
63,5
63,4
63,3
64,5
64,7
64,3
64,6
64,4
65,3
65,6
65,7
65,4
65,5
66,6
66,3
66,7
66,4
67,6
67,3
67,7
67,4
68,7
68,4
68,6
68,3
69,3
69,5
69,6
69,4
69,7
70,6
70,5
70,3
70,7
70,4
71,6
71,3
71,4
72,3
72,4
72,6
73,6
73,3
73,4
74,6
74,3
74,4
75,6
75,3
75,4
76,3
76,4
76,6
77,6
77,3
77,4
78,6
78,3
78,4
79,3
79,4
79,6
80,6
80,3
80,4
81,4
81,6
81,3
82,3
82,4
82,6
83,4
83,6
83,3
84,6
84,3
84,4
85,6
85,3
85,7
86,7
86,6
86,3
87,7
87,6
87,3
88,6
88,3
88,7
89,6
89,3
89,7
90,6
90,3
90,7
91,6
91,3
92,6
92,3
93,6
93,3
94,6
94,3
95,6
95,3
96,6
96,3
97,6
97,3
98,6
98,3
99,6
99,3
100,6
100,3
101,6
101,3
102,6
102,3
103,6
103,3
104,6
104,3
105,6
105,3
106,6
106,3
107,6
107,3
108,6
108,3
109,1
109,3
110,1
110,3
111,1
