1,2
1,3
1,20
1,25
1,1
2,20
2,2
2,3
2,25
2,1
2,4
3,2
3,3
3,1
3,25
3,4
3,20
4,4
4,1
4,20
4,25
4,8
4,2
4,3
5,8
5,20
5,1
5,2
5,4
5,3
5,9
5,25
6,2
6,3
6,4
6,8
6,25
6,9
6,1
6,20
7,2
7,1
7,25
7,8
7,4
7,3
7,20
7,9
8,8
8,2
8,9
8,25
8,1
8,20
8,3
8,4
9,25
9,1
9,20
9,8
9,9
9,4
9,2
9,3
10,25
10,20
10,9
10,8
10,1
10,4
10,2
10,3
11,2
11,9
11,20
11,3
11,1
11,4
11,25
11,8
12,20
12,3
12,25
12,8
12,1
12,4
12,9
12,2
13,8
13,3
13,5
13,25
13,4
13,9
13,1
13,2
14,2
14,3
14,4
14,8
14,1
14,9
15,3
15,8
15,1
15,2
16,3
16,2
16,4
16,9
16,1
16,8
16,20
17,2
17,8
17,1
17,20
17,4
17,3
18,9
18,3
18,1
18,8
18,4
18,2
18,20
19,2
19,3
19,1
19,8
19,9
19,20
19,6
20,8
20,3
20,6
20,9
20,2
20,20
20,1
21,1
21,8
21,2
21,9
21,6
21,3
22,2
22,8
22,1
22,3
22,6
22,9
22,20
23,4
23,6
23,9
23,20
23,1
23,2
23,8
23,3
24,2
24,9
24,6
24,3
24,1
24,4
24,20
24,8
25,20
25,2
25,6
25,8
25,9
25,3
25,1
26,1
26,6
26,8
26,2
26,9
26,3
26,20
27,1
27,3
27,2
27,6
27,20
27,8
27,9
28,20
28,2
28,1
28,9
28,8
28,6
28,3
29,2
29,6
29,9
29,1
29,3
29,8
29,20
30,2
30,3
30,1
30,20
30,6
30,8
30,9
31,3
31,4
31,9
31,2
31,6
31,1
32,2
32,4
32,1
32,3
32,9
32,6
33,9
33,1
33,2
33,6
33,4
33,3
34,4
34,2
34,6
34,9
34,1
34,7
34,3
35,8
35,9
35,1
35,2
35,4
35,7
35,3
35,6
36,1
36,9
36,6
36,7
36,20
36,2
36,8
36,4
37,4
37,8
37,1
37,7
37,9
37,6
37,3
37,2
38,9
38,4
38,2
38,1
38,8
38,7
38,6
39,7
39,6
39,4
39,9
39,8
39,2
39,1
40,9
40,7
40,4
40,6
40,8
40,1
40,2
41,8
41,1
41,2
41,6
41,4
41,7
41,9
42,8
42,3
42,9
42,4
42,7
42,6
42,2
42,1
43,1
43,2
43,6
43,8
44,4
44,3
44,8
44,2
44,7
44,1
44,6
45,2
45,4
45,1
45,6
45,7
45,3
45,8
46,2
46,7
46,1
46,3
46,6
46,8
46,4
47,8
47,4
47,1
47,7
47,6
47,3
47,2
48,1
48,3
48,2
48,8
48,4
48,6
48,7
49,4
49,3
49,2
49,6
49,8
49,1
49,7
50,8
50,6
50,2
50,7
50,3
50,1
50,4
51,4
51,8
51,1
51,6
51,7
51,2
51,3
52,1
52,6
52,2
52,4
52,3
52,8
52,7
53,7
53,3
53,2
53,6
53,8
53,4
53,1
54,7
54,2
54,3
54,4
54,8
54,6
54,1
55,3
55,8
55,2
55,1
55,7
55,6
55,4
56,3
56,1
56,6
56,4
56,8
56,2
56,7
57,8
57,9
57,7
57,1
57,3
57,2
57,4
57,6
58,6
58,2
58,9
58,8
58,1
58,4
58,7
59,6
59,7
59,2
59,3
59,9
59,4
59,8
59,1
60,8
60,4
60,7
60,1
60,3
60,2
60,6
60,9
61,7
61,9
61,2
61,3
61,4
61,8
61,6
62,8
62,4
62,9
62,3
62,2
62,6
62,7
63,3
