1,1,189,55,75,411,1,-1,-1,-1
1,2,223,58,285,164,1,-1,-1,-1
1,3,530,120,188,129,1,-1,-1,-1
1,4,326,145,289,182,1,-1,-1,-1
1,5,492,222,208,154,1,-1,-1,-1
1,6,698,361,212,179,1,-1,-1,-1
1,7,521,374,211,181,1,-1,-1,-1
1,8,404,334,206,289,1,-1,-1,-1
4,4,309,136,289,206,1,-1,-1,-1
7,9,404,339,205,284,1,-1,-1,-1
10,10,309,136,297,206,1,-1,-1,-1
13,10,323,136,283,226,1,-1,-1,-1
13,11,678,361,232,179,1,-1,-1,-1
13,12,516,327,211,189,1,-1,-1,-1
16,13,530,119,188,129,1,-1,-1,-1
16,14,404,403,286,220,1,-1,-1,-1
19,15,587,281,177,235,1,-1,-1,-1
22,16,483,382,205,224,1,-1,-1,-1
25,17,562,281,193,258,1,-1,-1,-1
28,18,530,116,188,132,1,-1,-1,-1
28,19,323,136,283,217,1,-1,-1,-1
31,20,532,272,215,258,1,-1,-1,-1
34,21,189,76,75,390,1,-1,-1,-1
34,22,345,136,261,234,1,-1,-1,-1
37,23,528,243,215,258,1,-1,-1,-1
40,24,494,381,205,224,1,-1,-1,-1
43,25,334,138,242,262,1,-1,-1,-1
43,26,562,260,215,258,1,-1,-1,-1
46,27,530,121,188,127,1,-1,-1,-1
46,28,494,376,205,229,1,-1,-1,-1
49,29,597,260,180,258,1,-1,-1,-1
55,30,516,139,202,109,1,-1,-1,-1
55,31,702,361,208,199,1,-1,-1,-1
55,29,597,260,166,270,1,-1,-1,-1
58,30,528,140,190,108,1,-1,-1,-1
61,30,538,141,180,107,1,-1,-1,-1
61,32,618,261,166,270,1,-1,-1,-1
67,30,542,141,176,107,1,-1,-1,-1
67,33,332,138,242,262,1,-1,-1,-1
85,34,635,262,166,270,1,-1,-1,-1
88,35,702,406,208,154,1,-1,-1,-1
91,36,332,138,242,256,1,-1,-1,-1
94,37,552,141,166,107,1,-1,-1,-1
97,38,729,332,181,228,1,-1,-1,-1
100,39,553,141,165,107,1,-1,-1,-1
103,40,332,127,264,253,1,-1,-1,-1
103,41,635,262,166,232,1,-1,-1,-1
106,42,558,155,160,93,1,-1,-1,-1
109,43,754,270,164,250,1,-1,-1,-1
109,44,650,246,166,232,1,-1,-1,-1
115,43,752,203,164,250,1,-1,-1,-1
121,43,756,166,164,250,1,-1,-1,-1
