1,1,59,37,371,213,1,1,0,0
1,2,444,52,208,155,1,1,0,0
1,3,0,243,179,175,1,1,0,0
1,4,764,86,196,214,1,1,0,0
1,5,506,2,197,92,1,1,0,0
2,1,62,32,372,231,1,1,0,0
2,2,445,46,213,157,1,1,0,0
2,3,0,252,208,170,1,1,0,0
2,4,791,93,169,190,1,1,0,0
2,5,516,2,183,55,1,1,0,0
2,6,1,11,71,125,1,1,0,0
3,1,68,34,380,251,1,1,0,0
3,2,457,59,213,152,1,1,0,0
3,3,5,274,212,145,1,1,0,0
3,4,792,93,168,196,1,1,0,0
3,5,529,3,185,60,1,1,0,0
3,6,2,9,87,106,1,1,0,0
4,1,88,33,374,265,1,1,0,0
4,2,453,52,226,157,1,1,0,0
4,3,0,275,237,144,1,1,0,0
4,4,808,94,152,212,1,1,0,0
4,5,550,0,172,69,1,1,0,0
4,6,3,15,96,142,1,1,0,0
4,7,208,0,280,80,1,1,0,0
5,1,96,40,386,266,1,1,0,0
5,2,471,61,217,149,1,1,0,0
5,3,0,284,264,139,1,1,0,0
5,4,815,92,145,229,1,1,0,0
5,5,562,1,177,74,1,1,0,0
5,6,0,23,122,111,1,1,0,0
5,7,209,0,291,85,1,1,0,0
5,8,177,314,376,223,1,1,0,0
6,1,106,36,379,277,1,1,0,0
6,2,463,67,226,140,1,1,0,0
6,3,0,281,249,161,1,1,0,0
6,4,818,98,142,239,1,1,0,0
6,5,557,2,190,94,1,1,0,0
6,6,0,20,137,104,1,1,0,0
6,7,209,2,300,69,1,1,0,0
6,8,171,314,358,224,1,1,0,0
7,1,123,38,374,263,1,1,0,0
7,2,463,63,235,156,1,1,0,0
7,3,1,283,215,149,1,1,0,0
7,4,822,111,138,200,1,1,0,0
7,5,565,2,191,114,1,1,0,0
7,6,0,11,144,134,1,1,0,0
7,7,229,0,288,106,1,1,0,0
7,8,198,310,374,230,1,1,0,0
8,1,125,38,386,242,1,1,0,0
8,2,480,69,222,162,1,1,0,0
8,3,18,282,194,142,1,1,0,0
8,4,830,108,130,217,1,1,0,0
8,5,576,0,181,113,1,1,0,0
8,6,0,24,163,127,1,1,0,0
8,7,213,0,319,94,1,1,0,0
8,8,186,307,404,231,1,1,0,0
9,1,136,42,389,275,1,1,0,0
9,2,460,69,249,187,1,1,0,0
9,3,22,293,222,147,1,1,0,0
9,4,824,120,136,213,1,1,0,0
9,5,574,3,194,119,1,1,0,0
9,6,2,23,147,120,1,1,0,0
9,7,218,3,312,67,1,1,0,0
9,8,178,324,403,216,1,1,0,0
10,1,136,52,389,243,1,1,0,0
10,2,464,74,252,177,1,1,0,0
10,3,40,284,266,179,1,1,0,0
10,4,828,129,132,208,1,1,0,0
10,5,582,1,204,104,1,1,0,0
10,6,3,25,151,106,1,1,0,0
10,7,218,2,331,83,1,1,0,0
10,8,174,314,383,224,1,1,0,0
11,1,125,55,412,257,1,1,0,0
11,2,478,71,250,174,1,1,0,0
11,3,63,289,157,187,1,1,0,0
11,4,826,123,134,204,1,1,0,0
11,5,586,2,208,128,1,1,0,0
11,6,7,29,147,113,1,1,0,0
11,7,230,2,303,86,1,1,0,0
11,8,175,328,404,211,1,1,0,0
12,1,130,57,418,254,1,1,0,0
12,2,532,89,183,155,1,1,0,0
12,3,76,293,129,189,1,1,0,0
12,4,842,129,113,199,1,1,0,0
12,5,590,3,209,127,1,1,0,0
12,6,23,31,142,104,1,1,0,0
12,7,238,2,314,91,1,1,0,0
12,8,212,334,320,206,1,1,0,0
13,1,148,52,400,273,1,1,0,0
13,2,539,79,175,171,1,1,0,0
13,3,98,315,110,154,1,1,0,0
13,4,873,132,86,235,1,1,0,0
13,5,595,0,213,145,1,1,0,0
13,6,48,33,111,110,1,1,0,0
13,7,259,1,291,80,1,1,0,0
13,8,200,335,319,199,1,1,0,0
14,1,151,52,414,275,1,1,0,0
14,2,542,67,185,188,1,1,0,0
14,5,601,3,207,147,1,1,0,0
14,6,59,41,101,131,1,1,0,0
14,7,252,1,314,75,1,1,0,0
14,8,205,328,352,208,1,1,0,0
15,1,147,53,420,293,1,1,0,0
15,2,534,70,199,190,1,1,0,0
15,5,598,2,221,164,1,1,0,0
15,7,264,0,307,87,1,1,0,0
16,1,183,46,392,302,1,1,0,0
16,2,575,105,152,151,1,1,0,0
16,5,607,2,215,166,1,1,0,0
16,6,86,57,115,104,1,1,0,0
16,7,281,1,298,100,1,1,0,0
16,8,154,315,365,163,1,1,0,0
16,9,199,325,218,213,1,1,0,0
17,1,154,37,439,302,1,1,0,0
17,2,580,97,149,149,1,1,0,0
17,5,607,3,215,139,1,1,0,0
17,6,100,36,109,145,1,1,0,0
17,7,266,2,326,102,1,1,0,0
17,8,172,318,374,178,1,1,0,0
18,1,154,53,463,301,1,1,0,0
18,2,529,103,198,146,1,1,0,0
18,5,616,2,213,172,1,1,0,0
18,6,102,49,117,131,1,1,0,0
18,7,289,1,314,113,1,1,0,0
18,8,165,324,397,191,1,1,0,0
18,9,194,334,272,203,1,1,0,0
19,1,142,85,475,260,1,1,0,0
19,2,620,95,114,173,1,1,0,0
19,5,606,5,232,162,1,1,0,0
19,7,295,2,309,111,1,1,0,0
19,9,200,363,326,172,1,1,0,0
19,10,462,358,106,161,1,1,0,0
19,11,5,0,154,122,1,1,0,0
20,1,127,72,523,286,1,1,0,0
20,2,571,102,166,168,1,1,0,0
20,5,610,6,232,173,1,1,0,0
20,7,267,3,359,114,1,1,0,0
20,8,204,338,267,194,1,1,0,0
20,10,427,374,160,164,1,1,0,0
20,11,2,1,154,127,1,1,0,0
21,1,174,87,462,268,1,1,0,0
21,2,625,88,110,191,1,1,0,0
21,5,625,2,217,186,1,1,0,0
21,7,294,0,336,126,1,1,0,0
21,8,195,329,291,206,1,1,0,0
21,11,0,2,163,128,1,1,0,0
22,1,203,104,436,254,1,1,0,0
22,2,608,88,131,195,1,1,0,0
22,5,627,11,221,197,1,1,0,0
22,7,284,1,350,128,1,1,0,0
22,8,202,359,272,175,1,1,0,0
22,10,401,351,213,186,1,1,0,0
22,11,2,0,170,125,1,1,0,0
