1,1,164,100,356,344,1,1,0,0
1,2,616,149,345,363,1,1,0,0
1,3,596,114,194,206,1,1,0,0
1,4,774,1,177,266,1,1,0,0
1,5,530,1,260,236,1,1,0,0
2,1,146,107,350,347,1,1,0,0
2,2,599,152,362,355,1,1,0,0
2,3,583,116,191,221,1,1,0,0
2,4,751,1,195,306,1,1,0,0
2,5,533,1,219,236,1,1,0,0
3,1,127,109,356,341,1,1,0,0
3,2,602,154,359,358,1,1,0,0
3,3,587,126,176,219,1,1,0,0
3,4,735,1,197,296,1,1,0,0
3,5,530,1,239,238,1,1,0,0
4,1,106,117,347,335,1,1,0,0
4,2,595,146,366,370,1,1,0,0
4,3,579,135,165,210,1,1,0,0
4,4,698,28,209,284,1,1,0,0
4,5,537,1,226,251,1,1,0,0
5,1,81,121,335,365,1,1,0,0
5,2,598,137,363,391,1,1,0,0
5,3,569,135,143,221,1,1,0,0
5,4,662,38,218,284,1,1,0,0
5,5,544,1,155,267,1,1,0,0
5,6,760,24,159,162,1,1,0,0
6,1,61,123,323,356,1,1,0,0
6,2,593,156,368,368,1,1,0,0
6,4,644,46,236,305,1,1,0,0
6,5,539,1,160,273,1,1,0,0
6,6,749,37,160,158,1,1,0,0
7,1,42,142,323,344,1,1,0,0
7,2,608,176,353,350,1,1,0,0
7,4,623,59,220,302,1,1,0,0
7,5,521,1,158,278,1,1,0,0
7,6,730,40,149,165,1,1,0,0
8,1,1,158,344,334,1,1,0,0
8,2,604,170,357,359,1,1,0,0
8,4,583,62,245,300,1,1,0,0
8,5,509,1,139,271,1,1,0,0
8,6,698,44,155,158,1,1,0,0
9,1,1,168,306,335,1,1,0,0
9,2,609,180,352,353,1,1,0,0
9,4,542,68,256,353,1,1,0,0
9,5,494,1,143,292,1,1,0,0
9,6,676,40,185,213,1,1,0,0
10,1,1,161,335,349,1,1,0,0
10,2,623,223,314,314,1,1,0,0
10,4,519,71,244,350,1,1,0,0
10,5,490,1,144,248,1,1,0,0
10,6,667,38,193,223,1,1,0,0
11,1,1,177,323,335,1,1,0,0
11,2,641,245,291,290,1,1,0,0
11,4,527,56,247,363,1,1,0,0
11,5,488,1,176,227,1,1,0,0
11,6,676,41,218,238,1,1,0,0
12,1,4,191,326,328,1,1,0,0
12,2,665,279,245,251,1,1,0,0
12,3,515,66,287,374,1,1,0,0
12,5,497,1,165,215,1,1,0,0
12,6,692,41,212,240,1,1,0,0
12,7,884,171,77,356,1,1,0,0
13,1,8,200,326,341,1,1,0,0
13,3,520,74,275,366,1,1,0,0
13,5,488,8,185,209,1,1,0,0
13,6,688,47,159,194,1,1,0,0
13,7,807,179,154,354,1,1,0,0
14,1,1,212,315,321,1,1,0,0
14,3,490,72,315,379,1,1,0,0
14,5,491,11,184,212,1,1,0,0
14,6,654,79,194,158,1,1,0,0
14,7,785,184,176,357,1,1,0,0
15,1,1,214,353,325,1,1,0,0
15,3,507,72,283,383,1,1,0,0
15,5,503,11,169,200,1,1,0,0
15,6,618,59,234,227,1,1,0,0
15,7,820,197,141,344,1,1,0,0
16,3,499,70,311,404,1,1,0,0
16,5,524,11,128,188,1,1,0,0
16,6,611,47,254,230,1,1,0,0
16,7,840,191,121,350,1,1,0,0
16,8,11,221,392,312,1,1,0,0
17,3,511,71,295,371,1,1,0,0
17,5,477,19,167,187,1,1,0,0
17,6,607,45,253,228,1,1,0,0
17,7,835,191,126,350,1,1,0,0
17,8,21,218,402,323,1,1,0,0
18,3,518,76,293,369,1,1,0,0
18,5,458,8,152,216,1,1,0,0
